movie,genre,compound
"Talented Mr. Ripley, The","crime,drama,horror,mystery,thriller","[0.6597, 0.9738, 0.5267, 0.9578, 0.5859, 0.5719, 0.7351, 0.8591, -0.5859, 0.8271, 0.9246, 0.875, 0.25, -0.5423, 0.0772, 0.2732, 0.5267, 0.5994, 0.0516, 0.7906, 0.8934, 0.6597, -0.8519, 0.5859, 0.7906, 0.9766, 0.7269, 0.5267, -0.34, -0.5106, 0.3612, 0.9393, 0.7184, 0.6486, 0.7906, 0.9509, 0.7579, 0.8316, 0.9545, 0.9584, 0.7906, 0.8421, -0.1779, -0.0, 0.8834, 0.6249, 0.4404, 0.9186, 0.8885, 0.9186, 0.3818, 0.6249, 0.3637, 0.7351, -0.25, 0.9451, 0.8176, 0.1027, -0.5106, 0.7506, -0.2023, 0.9287, -0.5267, -0.6124, -0.1027, 0.6705, 0.296, -0.6249, 0.5106, -0.9169, 0.2263, -0.6808, -0.6124, 0.0772, -0.7003, -0.3935, 0.5719, 0.296, 0.0516, 0.9413, 0.7351, 0.9774, 0.9136, 0.7906, -0.3818, 0.926, -0.0516, 0.4939, 0.25, -0.935, -0.3182, 0.3182, 0.0258, 0.836, 0.9413, -0.8271, -0.2732, 0.2023, 0.9022, 0.891, 0.8402, -0.34, 0.575, 0.9042, -0.6124, 0.8625, 0.7906, 0.2732, -0.4939, 0.5106, 0.836, 0.4019, -0.4019, 0.2023, 0.7579, 0.743, 0.802, 0.2023, 0.8126, 0.8658, 0.7506, 0.6597, 0.4215, 0.0772, 0.6908, 0.7579, 0.6705, 0.5994, -0.6124, 0.7845, -0.2023, -0.9231, -0.8519, -0.2263, -0.6908, 0.8271, 0.0, 0.2023, -0.4588, -0.8591, 0.6705, 0.0, 0.8316, -0.7269, -0.0516, 0.8555, -0.7757, -0.296, -0.4404, -0.6124, 0.128, -0.7964, 0.0, -0.8807, 0.0, 0.7783, 0.8271, -0.9432, 0.4939, -0.6369, -0.875, 0.7783, 0.9042, -0.6486, 0.7783, -0.5267, 0.875, 0.959, 0.9451, -0.7096, 0.6597, -0.6808, 0.4767, 0.5106, 0.2732, -0.2732, 0.4215, 0.9595, 0.5423, 0.5267, -0.7506, 0.6369, 0.4588, 0.7717, -0.2732, -0.6604, 0.7845, 0.7906, 0.0516, 0.7964, 0.7845, 0.8074, -0.4939, -0.836, 0.743, 0.9371, -0.7964, 0.9042, 0.9001, 0.946]"
Tamara Drewe,"comedy,drama,romance","[0.3818, -0.9042, -0.7947, 0.9246, 0.9509, -0.6124, -0.2023, -0.3612, 0.7351, -0.6705, 0.7964, -0.7964, -0.6597, -0.872, 0.7571, -0.4404, 0.1027, -0.5994, -0.4767, -0.6705, -0.5106, -0.7783, 0.9666, 0.8555, -0.4019, -0.2263, 0.1531, -0.7579, 0.3818, 0.8832, -0.2023, -0.3612, -0.0258, 0.8689, 0.836, 0.4019, 0.7003, 0.7964, -0.5106, -0.6808, 0.2263, -0.8225, 0.8957, 0.875, 0.7906, -0.2732, 0.836, -0.7184, 0.5574, 0.7845, 0.6486, 0.4939, 0.9371, 0.9382, 0.8625, 0.7906, 0.9509, 0.5574, -0.9432, 0.8074, 0.1779, 0.7964, 0.6124, -0.7717, 0.5719, 0.9001, -0.8519, 0.765, 0.3612, 0.7096, 0.296, -0.9423, -0.1779, 0.0516, 0.7906, 0.0516, 0.9623, 0.818, 0.5423, -0.8779, 0.8225, 0.9674, 0.9246, 0.9081, 0.9657, 0.4754, 0.7964, 0.9201, 0.6369, 0.8934, -0.2732, 0.8957, 0.969, 0.9001, 0.9287, 0.9524, -0.7906, -0.5267, 0.7184, 0.9537, 0.5267, -0.0516, 0.7269, -0.296, 0.8225, 0.9022, 0.8591, 0.5859, 0.8176, 0.128, -0.5423, 0.1779, -0.4404, 0.7845, 0.9493, -0.8176, 0.5994, 0.9678, 0.6705, 0.8402, 0.128, 0.4939, 0.9186, -0.2263, -0.8316, -0.6705, 0.296, -0.8949, 0.8316, -0.3182, 0.5574, -0.8519, -0.6177, 0.9201, 0.2023, -0.8519, 0.765, 0.6808, 0.836, 0.1531, -0.0772, 0.9638, 0.9325, 0.0, 0.6808, 0.1779, 0.8583, -0.9118, -0.0772, -0.7184, 0.6705, 0.2732, 0.4767, -0.9042, 0.765, -0.6369, -0.8555, -0.1027, 0.0772, 0.5267, 0.9217, -0.8689, -0.4767, 0.802, 0.34, 0.5423, 0.875, -0.7184, 0.4215, -0.891, 0.8176, -0.926, -0.5267, 0.1531, 0.7506, 0.9557, -0.5267, 0.9709, -0.6249, 0.9246, -0.7096, 0.2585, -0.3612, -0.8442, -0.8271, -0.9628, 0.836, -0.872, 0.9538, -0.7003, -0.8271, -0.2263, 0.25, -0.7845, -0.7269, 0.9623, 0.6705, -0.7003, -0.7906, 0.5859]"
Tall In The Saddle,"mystery,western,romance","[-0.8834, -0.5859, 0.4417, -0.7178, -0.8481, 0.8442, 0.7351, -0.4215, -0.6705, 0.5267, -0.8934, 0.8807, 0.296, -0.4939, -0.6369, 0.5414, 0.128, 0.6705, 0.8555, -0.802, 0.6597, 0.3818, -0.5994, -0.9201, 0.9065, 0.8979, -0.6369, -0.9001, 0.2773, -0.7096, -0.5851, 0.2023, 0.8442, 0.8591, -0.1531, -0.4767, 0.2023, -0.1027, -0.6705, 0.6486, 0.9042, -0.0516, 0.3612, -0.7351, 0.8519, 0.9524, 0.4019, 0.128, -0.5994, -0.2023, 0.4019, 0.5859, 0.7269, 0.8979, -0.5859, 0.7351, -0.9559, 0.8176, -0.7184, -0.3519, 0.296, -0.3182, 0.8957, 0.7964, -0.5994, -0.4767, 0.0956, 0.4588, -0.0258, 0.7783, -0.6486, 0.7506, -0.9231, 0.0258, 0.7906, 0.8126, -0.1779, -0.6124, 0.2023, -0.7783, -0.5994, -0.9371, -0.1531, -0.7717, 0.9732, 0.6369, -0.5106, 0.6908, -0.2767, 0.6369, 0.7997, 0.7845, -0.5106, 0.0, 0.3182, -0.5106, 0.6369, 0.872, 0.8807, 0.296, 0.7184, 0.7964, 0.8555, 0.8591, 0.6124, -0.5563, 0.8271, 0.8692, 0.4939, 0.9761, 0.5574, 0.6644, 0.6808, -0.872, 0.7579, 0.4019, -0.7506, -0.8797, 0.971, -0.3182, 0.91, 0.5719, -0.7783, 0.5719, 0.0067, -0.0258, 0.128, -0.6124, 0.9178, 0.5574, 0.3612, 0.9573, 0.9349, -0.6369, -0.2023, 0.7717, 0.872, 0.4404, -0.1335, -0.8658, 0.0258, -0.5267, 0.1027, 0.8225, 0.967, -0.4391, -0.875, -0.6808, 0.8689, -0.5574, 0.836, 0.5719, -0.8402, 0.9081, -0.8402, 0.7003, 0.3818, 0.2732, -0.9648, -0.7845, -0.34, 0.8271, -0.7269, -0.9081, -0.8834, -0.6597, -0.5719, 0.3612, -0.1027, 0.2263, -0.1027, -0.802, -0.8779, -0.8689, -0.9571, -0.7506, -0.197, 0.0772, 0.0772, -0.5423, -0.6997, 0.0772, -0.7269, -0.6124, -0.9169, -0.0516, 0.0772, -0.7184, -0.1779, 0.3818, -0.7269, -0.7269, -0.9169, -0.8051, -0.8625, -0.9403, 0.7096, 0.4588, 0.8658, 0.8074]"
Taxi Driver,"crime,drama,thriller","[0.25, -0.7906, -0.5106, -0.743, 0.5994, 0.9325, -0.0772, -0.296, 0.7654, 0.7351, 0.2732, -0.5574, -0.872, -0.1531, -0.802, 0.4939, 0.6369, -0.2023, -0.872, 0.743, 0.7845, -0.4588, 0.9325, 0.9403, 0.0, 0.7003, 0.8176, 0.0772, 0.7096, 0.1027, -0.2023, 0.3612, -0.6249, 0.4939, 0.8885, -0.1779, 0.8074, -0.6249, 0.91, -0.5719, 0.4756, 0.7269, 0.5859, -0.9287, -0.3818, 0.8533, 0.802, 0.9595, 0.5994, 0.8934, 0.9393, 0.765, -0.128, -0.2732, 0.9545, 0.802, 0.4939, -0.9001, -0.7351, 0.4404, 0.8957, 0.9382, 0.802, -0.1531, 0.0772, 0.9104, 0.4939, -0.0516, 0.9403, 0.9081, -0.7964, 0.8176, 0.5994, 0.8807, 0.8176, -0.2023, 0.0284, 0.9022, 0.8074, 0.7717, -0.4588, 0.1779, -0.5423, 0.8481, -0.4939, -0.128, 0.4767, 0.2732, -0.9538, -0.8074, 0.7184, 0.8957, 0.1531, 0.9403, 0.0772, -0.836, 0.34, 0.5267, -0.8689, 0.7003, -0.8225, -0.959, -0.6249, 0.4588, 0.5719, -0.9186, 0.7184, -0.5859, 0.8074, 0.1027, 0.802, -0.8271, -0.7717, 0.0, -0.9432, -0.3612, -0.0, 0.891, -0.8271, -0.2023, 0.8519, 0.9485, -0.9442, 0.5859, -0.8934, -0.8625, 0.296, 0.5267, 0.0232, -0.0516, 0.0, 0.6486, -0.0516, 0.8126, 0.9201, -0.7096, 0.6597, -0.1531, -0.9403, -0.9287, 0.0258, 0.9313, 0.2023, 0.7269, 0.8122, -0.9493, 0.296, 0.5267, 0.5994, 0.4404, 0.8271, 0.7269, 0.5106, 0.802, 0.6017, -0.9764, 0.836, 0.7845, 0.8126, 0.836, 0.7096, -0.4215, 0.4767, -0.296, -0.8612, -0.5423, 0.3591, 0.9274, -0.6818, -0.7783, 0.9423, -0.4215, 0.7003, 0.8679, -0.7708, 0.7717, 0.1779, 0.3818, 0.8225, 0.4215, 0.7269, 0.9485, -0.3612, 0.5423, -0.872, 0.802, -0.9118, 0.2023, -0.926, -0.8271, -0.9828, -0.25, -0.4215, -0.2732, 0.7717, 0.9531, -0.743, -0.8807, 0.8316, 0.6808]"
Ted,"comedy,fantasy","[0.6249, 0.8074, 0.9571, 0.9878, 0.9623, 0.9313, 0.9716, 0.6597, -0.3182, 0.9871, 0.9764, 0.6369, 0.912, 0.2023, -0.1769, 0.8173, 0.743, 0.7506, 0.886, 0.6808, 0.9081, 0.8225, 0.0516, -0.7351, -0.9652, -0.8176, -0.872, -0.7351, -0.9694, 0.6808, 0.9517, 0.8519, 0.9325, 0.9509, 0.9545, 0.8481, 0.2732, -0.2023, 0.2263, 0.8957, -0.7506, -0.7096, 0.969, 0.8834, -0.7184, 0.9856, -0.3182, 0.1027, -0.5267, 0.926, 0.6249, 0.9477, 0.8402, 0.8126, 0.9001, 0.7003, 0.9709, 0.9776, 0.9742, 0.9628, 0.9601, 0.3384, -0.34, 0.5423, -0.9153, -0.2023, 0.9231, -0.9173, -0.7121, -0.0258, -0.4588, 0.9081, 0.8074, 0.5719, 0.8481, 0.6908, -0.25, 0.5994, 0.926, 0.9643, 0.7184, 0.9816, 0.9313, -0.8934, -0.7269, 0.1779, 0.9531, -0.6597, 0.8834, -0.7814, -0.2654, 0.9468, 0.9325, 0.891, -0.919, -0.7096, 0.1779, -0.4215, 0.981, 0.3818, -0.8957, -0.5423, 0.0258, 0.9423, 0.8658, 0.7964, 0.872, 0.5267, 0.969, -0.34, 0.1027, 0.9221, 0.4767, 0.5267, 0.9682, 0.8779, 0.7506, 0.7783, 0.5859, -0.1536, 0.6369, 0.9287, -0.9584, -0.9578, -0.8658, 0.9169, -0.9595, -0.4939, -0.2023, -0.8271, 0.8442, 0.8625, 0.9413, 0.25, 0.6705, 0.296, -0.7096, 0.7717, -0.7184, 0.296, 0.9468, -0.9531, 0.9403, -0.7506, 0.7096, 0.9274, 0.9493, 0.9287, 0.9796, 0.4939, -0.4019, -0.4228, -0.7096, 0.5417, 0.9612, 0.4215, -0.9001, 0.9524, 0.9796, -0.4404, 0.7796, -0.2263, -0.743, 0.9911, 0.0516, 0.836, 0.2732, -0.8074, -0.0772, -0.6369, -0.1779, -0.128, -0.9169, -0.2263, -0.8176, -0.8176, -0.8176, -0.8402, 0.4588, -0.6124, -0.6249, -0.8934, -0.4767, -0.8225, -0.9274, 0.5574, 0.7269, 0.872, 0.6597, -0.1027, 0.3182, 0.4215, -0.4939, -0.5413, 0.9924, 0.8519, 0.9565, 0.9538, 0.9559, -0.9517]"
Terminator,"sci-fi,thriller,action,drama,romance","[-0.5423, 0.25, -0.2732, 0.5815, -0.9232, -0.891, -0.9349, -0.9747, -0.3818, -0.8519, -0.6705, -0.765, -0.6486, -0.9493, -0.5267, -0.4019, 0.7512, 0.5994, -0.8225, -0.9698, 0.2023, -0.6705, 0.2732, -0.765, 0.0516, -0.7096, -0.9501, -0.9042, 0.25, -0.8591, -0.2263, -0.296, -0.926, 0.93, 0.1779, 0.5574, 0.8658, -0.8074, -0.1027, -0.7845, -0.91, -0.2023, -0.7096, -0.6597, -0.6597, -0.2732, 0.8885, 0.2732, 0.7096, -0.7351, -0.8442, 0.7269, 0.8316, -0.936, -0.8442, -0.4588, 0.9612, -0.8807, -0.9066, -0.6369, -0.8074, -0.3612, -0.4767, -0.8555, -0.5994, -0.926, 0.5267, -0.9612, 0.1531, -0.128, -0.4404, 0.5719, -0.5423, 0.34, -0.9645, -0.9686, -0.9442, -0.9403, -0.836, -0.9246, -0.743, 0.6151, -0.7351, -0.9442, -0.91, -0.2023, 0.1531, 0.8271, -0.7003, 0.0258, -0.836, -0.8271, -0.8126, -0.3818, -0.2732, 0.7207, -0.9531, -0.7351, -0.296, -0.5719, -0.8442, -0.8481, -0.9042, -0.836, -0.8689, -0.802, -0.5859, 0.2263, 0.2732, -0.836, -0.802, -0.8658, -0.4404, -0.7096, 0.5859, -0.2023, 0.0258, -0.7964, -0.3612, 0.5859, 0.296, 0.6124, -0.8402, -0.8126, -0.926, -0.8645, -0.9531, -0.9698, -0.7717, -0.765, -0.7783, -0.2732, 0.5859, -0.875, -0.0258, -0.3182, 0.8834, 0.9442, -0.9868, -0.4588, -0.7003, -0.8271, 0.2023, -0.296, 0.8442, 0.8413, 0.3182, 0.7906, 0.5859, -0.9601, -0.5719, -0.8402, -0.7845, 0.3818, -0.9136, -0.9442, 0.296, -0.7506, 0.872, 0.7184, -0.9001, -0.2057, 0.7964, -0.25, 0.7592, 0.7383, 0.8934, 0.5574, 0.9246, -0.4019, -0.7783, -0.7845, 0.3182, -0.7184, -0.8658, -0.9682, -0.9442, -0.8316, 0.5267, -0.9821, -0.9169, -0.8591, -0.9325, 0.1531, -0.9231, -0.875, -0.8807, -0.875, -0.7506, -0.0772, -0.0516, -0.9022, -0.6124, -0.9169, 0.0516, -0.25, -0.2523, 0.9022, 0.584, 0.7269]"
Terminator Salvation,"action,adventure,sci-fi,thriller","[-0.8885, 0.9246, -0.8316, 0.7783, -0.9274, 0.2732, -0.7906, -0.9729, 0.6486, -0.0772, -0.8225, -0.9231, -0.9445, -0.8658, -0.926, 0.6486, 0.6124, 0.7845, 0.8807, -0.9393, -0.9041, -0.25, -0.6815, -0.9764, 0.296, -0.2023, -0.9081, -0.891, 0.4404, -0.7845, -0.0258, -0.2263, -0.0772, 0.6808, -0.891, 0.802, -0.3818, 0.6908, 0.8934, -0.4404, 0.9062, -0.5267, -0.6486, 0.9538, 0.4215, -0.4939, 0.743, -0.3818, 0.7906, 0.0258, -0.7096, -0.4767, 0.4215, -0.9403, -0.7655, -0.4767, 0.8271, -0.9468, -0.9764, -0.4215, 0.2023, 0.5106, 0.9062, -0.9246, -0.9493, 0.7845, -0.7351, 0.7261, 0.8271, -0.2263, 0.9136, 0.0258, 0.7351, -0.8271, -0.9337, -0.2023, -0.8834, -0.3818, -0.1531, -0.701, -0.6369, -0.9744, 0.0, -0.6249, -0.2023, 0.4588, 0.8481, -0.6369, 0.7579, 0.3612, -0.9796, -0.9524, -0.4939, 0.8481, -0.9403, -0.4936, 0.128, 0.4588, 0.8834, 0.3818, 0.5423, -0.5267, -0.9042, -0.9545, -0.6808, 0.0, 0.7783, 0.8779, 0.8519, -0.1531, 0.7906, -0.875, -0.4215, 0.7096, 0.5574, -0.6486, -0.8481, -0.926, -0.8074, -0.5106, 0.6908, -0.7845, -0.4019, 0.5719, -0.0258, 0.7003, -0.0258, -0.7579, 0.946, 0.6486, 0.6908, 0.1531, 0.1027, -0.1027, 0.765, 0.5859, 0.9674, 0.8779, 0.6369, 0.5423, 0.0258, -0.5994, -0.2732, 0.9042, -0.9022, 0.3818, -0.3818, -0.4404, 0.4011, -0.296, -0.5994, -0.0772, -0.5859, -0.8074, -0.4588, -0.9468, 0.4215, 0.959, 0.9042, 0.5994, -0.7845, 0.4588, -0.1779, 0.7717, 0.6597, -0.8625, -0.088, -0.91, 0.3612, 0.4767, 0.5994, -0.8126, 0.7506, 0.3612, -0.7269, -0.2263, -0.9442, 0.0258, -0.34, -0.0772, -0.7964, -0.1027, 0.0, -0.5994, -0.4767, -0.0917, 0.5574, 0.6124, 0.4404, -0.8126, -0.8555, -0.1531, 0.4404, 0.7963, 0.91, 0.25, -0.2263, -0.171, -0.8519, -0.802]"
"Theory Of Everything, The","drama,romance","[-0.5267, 0.8689, 0.8625, 0.9758, 0.34, 0.891, 0.128, 0.5267, -0.128, -0.2732, 0.802, 0.5574, 0.5574, 0.9732, 0.6908, 0.7096, 0.2505, 0.4404, 0.7964, 0.6597, 0.4939, 0.7783, -0.7089, 0.3182, 0.872, 0.8519, 0.802, 0.7184, -0.296, 0.9063, 0.0, -0.0516, 0.9042, 0.8779, 0.8586, 0.3612, 0.8591, 0.891, 0.7845, 0.2732, 0.1779, -0.3687, 0.3612, 0.9201, 0.4404, 0.8625, 0.9738, 0.7506, 0.6908, 0.5423, 0.3182, 0.4019, 0.9001, 0.8962, 0.3612, -0.8402, -0.3818, -0.9771, -0.8555, 0.0, -0.296, 0.34, -0.34, 0.3818, 0.8271, 0.0, -0.5719, 0.6369, -0.0772, 0.765, 0.1027, 0.4201, 0.6249, 0.9766, -0.2732, 0.8689, 0.9648, 0.9274, 0.3612, 0.743, 0.8934, -0.5994, -0.5719, 0.0772, 0.1779, -0.0516, 0.9393, -0.836, 0.7269, 0.0, -0.2263, 0.8625, -0.6486, -0.4404, -0.2263, -0.1531, -0.7579, 0.9371, 0.8555, -0.8442, 0.6597, 0.2263, 0.1779, 0.2023, -0.8834, 0.0258, 0.6249, 0.3182, 0.8225, 0.872, -0.7579, 0.3612, 0.7184, 0.4019, 0.891, 0.6908, 0.8555, -0.1779, 0.9666, 0.8442, -0.296, 0.6124, -0.1779, -0.128, -0.2023, 0.9468, 0.7351, 0.7845, 0.0258, 0.3182, 0.5267, 0.9287, 0.9227, 0.9451, -0.296, 0.8225, 0.128, 0.4404, -0.5859, -0.0772, 0.7351, -0.8126, 0.3182, 0.25, 0.7096, 0.836, 0.0, 0.6249, 0.1531, 0.5994, -0.6249, 0.5719, -0.5719, 0.6402, 0.7906, 0.7845, 0.9231, 0.9022, 0.8519, 0.9042, 0.0, 0.2023, 0.7964, 0.8225, 0.3818, 0.1027, 0.836, 0.3612, 0.7717, 0.9287, 0.7003, 0.9047, 0.743, 0.0, 0.7351, 0.886, 0.6249, 0.9136, 0.6808, 0.5574, 0.6124, 0.6124, 0.9219, 0.981, 0.8126, 0.9694, 0.8442, 0.8316, 0.8225, -0.91, 0.8957, 0.9382, 0.3612, 0.7964, 0.7269, 0.8316, -0.2023, 0.9169, 0.7845, 0.5994]"
"Things My Father Never Taught Me, The","short,comedy,romance","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6369, 0.0, 0.0, -0.1779, 0.0, 0.0, 0.0, 0.0, 0.34, 0.0, 0.3612, 0.0, 0.0, 0.0, 0.2263, 0.0, 0.3612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6369, 0.0, 0.0, 0.0, 0.0, 0.7184, 0.0, 0.0, 0.0, 0.4404, 0.34, 0.0, 0.0772, 0.0, -0.5267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5574, 0.0, 0.0, 0.0, 0.34, 0.2732, 0.3612, 0.0, 0.0, 0.296, -0.2023, 0.0, -0.296, 0.0, 0.296, 0.3612, 0.2732, 0.0, 0.0, 0.0, 0.0, 0.6908, 0.0, 0.0, 0.0, 0.0, 0.2023, 0.0, 0.0, 0.6908, 0.0, 0.4939, 0.0, -0.1779, 0.4404, 0.0, 0.0, 0.4588, 0.4588, 0.0, -0.296, -0.2732, 0.0, 0.3818, 0.0, 0.0, -0.4019, 0.3612, 0.4215, 0.0, 0.0, 0.0258, -0.25, 0.0, 0.0, 0.4939, 0.0, 0.0, 0.3612, 0.0, -0.1027, 0.2732, 0.2023, 0.128, 0.4404, 0.0, 0.0, 0.0, 0.0, 0.0772, 0.0, 0.0, 0.0, 0.6908, 0.0, 0.0, 0.0, 0.4939, 0.0, 0.0, -0.3612, 0.0, 0.3612, 0.0, 0.7717, 0.0, -0.4019, 0.2732, 0.1531, 0.0, 0.3612, 0.296, 0.0, 0.0, 0.0, 0.8689, 0.0, 0.0, 0.5719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5574, 0.3612, 0.0, 0.0, 0.3612, 0.0, 0.0, 0.3612, 0.0, 0.6249, -0.128, 0.0, 0.4939, 0.34, -0.5994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4939, -0.296, -0.4939, 0.0, 0.4404, 0.0, 0.0, 0.0, 0.4939, 0.5267, 0.2732, 0.4215, 0.0]"
There'S Something About Mary,"comedy,romance","[0.3182, 0.9578, 0.1531, 0.9678, 0.9799, 0.9578, -0.1531, -0.8834, 0.4019, 0.8934, 0.296, -0.7783, -0.1027, 0.8225, 0.7269, 0.3182, -0.8225, 0.8834, 0.6486, -0.8402, -0.4588, 0.743, 0.8658, -0.25, -0.6486, 0.2023, -0.4215, -0.4404, -0.7003, 0.4939, 0.9432, -0.875, -0.0711, 0.9716, 0.3369, 0.5574, -0.0, 0.8225, 0.4939, 0.6705, 0.7003, 0.2732, 0.1796, 0.9022, 0.8979, -0.0516, -0.7184, 0.9118, 0.4215, -0.9618, 0.9485, 0.9712, 0.9674, 0.8689, 0.9451, 0.8834, 0.9246, -0.8402, 0.6486, -0.9217, 0.7783, 0.3612, 0.296, 0.5267, 0.6705, -0.8074, 0.8591, 0.9201, 0.8934, 0.0, 0.34, 0.8519, 0.7906, -0.6705, 0.7003, 0.9393, 0.9001, 0.743, -0.5719, 0.9118, -0.0516, 0.8481, -0.5994, 0.3612, -0.2023, -0.886, 0.886, 0.25, -0.1531, 0.9674, 0.9451, 0.9607, 0.5267, 0.7845, 0.5267, 0.9451, 0.5859, 0.9081, -0.2263, -0.5859, 0.3818, 0.836, 0.7717, -0.3612, -0.5106, 0.1027, 0.8934, -0.8074, 0.9694, -0.7351, -0.7278, 0.8519, 0.8979, -0.5106, 0.6124, 0.9081, 0.9349, 0.6597, 0.8555, -0.936, -0.5423, -0.9661, -0.2732, 0.696, 0.5423, 0.4939, 0.9382, 0.9442, 0.7906, 0.6124, 0.8658, 0.9022, -0.7351, 0.6908, -0.8625, -0.128, 0.8555, -0.4767, 0.8477, 0.8271, 0.1027, 0.9403, 0.079, 0.926, -0.7783, 0.8442, 0.4215, -0.836, -0.4767, 0.8155, -0.7845, 0.8316, -0.7269, -0.5106, -0.6597, 0.9432, -0.8126, -0.9601, 0.2263, -0.7096, -0.4404, 0.6908, 0.1531, 0.8271, 0.9432, 0.9118, -0.7717, 0.802, 0.4524, 0.5859, 0.7506, 0.8555, -0.946, 0.9442, 0.9468, 0.8126, 0.0, -0.3182, -0.3222, -0.9432, -0.886, 0.2263, -0.0258, -0.4215, -0.9796, -0.8779, -0.1027, 0.9349, -0.8591, -0.7096, -0.7579, 0.765, -0.34, -0.7845, 0.9377, 0.8415, 0.1027, 0.8957, 0.7964, 0.9723]"
"Thing, The","action,horror,sci-fi,thriller","[0.1779, 0.7906, -0.5994, -0.7003, -0.6486, -0.9246, -0.7096, -0.9871, -0.8176, 0.5859, 0.6597, -0.6486, -0.9413, -0.5267, 0.6124, -0.0754, -0.3818, -0.875, -0.8658, -0.8271, -0.7003, -0.9287, -0.4019, -0.5994, 0.0258, 0.8934, -0.8481, 0.4939, -0.7351, -0.9451, 0.2732, 0.6486, 0.5574, -0.7579, -0.6124, -0.4019, -0.6249, 0.8225, 0.6486, -0.4588, -0.7096, 0.34, 0.34, -0.3818, 0.3818, -0.296, 0.128, 0.4588, 0.8481, -0.3182, -0.3818, -0.9246, -0.743, -0.8689, -0.946, -0.5994, -0.8625, -0.128, -0.91, -0.25, -0.7964, -0.0516, 0.7003, 0.0, -0.9423, 0.4215, -0.1779, -0.959, 0.836, 0.7096, -0.8979, -0.7269, 0.6705, -0.765, -0.7463, -0.7096, -0.91, 0.8074, -0.6808, -0.5859, -0.7506, -0.3182, -0.9287, -0.4588, 0.0408, -0.6705, -0.1027, -0.6369, -0.5574, 0.6369, 0.836, -0.8934, 0.4588, -0.4767, -0.743, 0.4019, -0.4588, -0.5574, 0.2263, -0.4404, -0.7096, 0.128, -0.4215, -0.9081, -0.886, -0.5574, -0.7964, -0.1779, -0.8291, -0.128, 0.5267, -0.25, 0.0258, -0.296, 0.2924, -0.9432, -0.6369, -0.4767, 0.9022, 0.6124, -0.875, 0.2263, 0.4939, -0.3818, -0.2023, -0.5423, -0.0516, -0.7351, 0.5719, -0.6249, 0.4019, -0.4767, -0.8591, -0.9081, 0.296, -0.4215, -0.2263, 0.2732, -0.4939, -0.7783, 0.2263, -0.872, 0.4019, -0.7184, -0.9246, -0.9287, -0.765, -0.0516, -0.1027, -0.4939, 0.1779, -0.8957, -0.9501, -0.7964, -0.9601, -0.5423, 0.0, 0.4767, 0.1531, -0.4767, -0.5325, -0.9062, -0.5859, 0.4588, -0.9661, -0.9468, -0.7269, -0.7351, 0.743, -0.9042, -0.7506, 0.1531, 0.5574, 0.5106, -0.9274, 0.5434, -0.7506, 0.5719, -0.9118, -0.7783, -0.8402, -0.8591, 0.5994, -0.8074, 0.0772, -0.2484, -0.9153, -0.3818, -0.0, -0.7003, -0.9153, -0.2263, 0.7096, -0.34, -0.7506, -0.8591, -0.8957, 0.4019, 0.2732, 0.8126]"
