movie,genre,compound
127 Hours,"adventure,drama,thriller","[0.3818, -0.5719, -0.4939, -0.3612, -0.7717, -0.2023, -0.4588, -0.8074, -0.6486, 0.2023, 0.0521, -0.8779, -0.4588, -0.2732, 0.836, 0.8519, 0.9042, 0.8271, 0.2732, 0.4767, -0.5859, 0.8402, 0.6908, -0.4019, 0.9153, 0.8271, 0.9042, 0.4215, 0.4939, 0.8885, 0.802, -0.4215, 0.3612, -0.5994, 0.7709, 0.5994, -0.7184, 0.2732, -0.6597, -0.743, -0.2732, 0.3818, -0.7003, -0.7506, 0.8979, 0.6908, -0.9652, -0.6369, -0.7003, 0.9022, -0.9403, 0.7269, 0.128, -0.2023, -0.4404, 0.5106, -0.836, -0.34, 0.5468, 0.2263, 0.128, 0.8519, 0.4767, -0.6249, 0.6249, -0.5106, 0.6808, 0.743, 0.3612, -0.7184, -0.1779, -0.743, 0.0571, 0.3182, 0.836, -0.6486, -0.2263, -0.9022, -0.8934, -0.4019, -0.93, -0.4588, -0.4588, -0.7017, 0.34, 0.2023, 0.8957, 0.8934, 0.5423, 0.6705, 0.5719, -0.5574, 0.765, -0.5286, 0.6249, -0.3182, -0.7269, -0.296, -0.5574, -0.0772, -0.6705, 0.5106, -0.1531, 0.4215, 0.9186, -0.7964, 0.9287, -0.5574, -0.5719, 0.2263, -0.3182, -0.802, -0.9231, -0.1779, -0.4939, -0.5106, 0.0258, -0.4767, -0.296, -0.9042, 0.886, 0.4019, -0.857, -0.5574, 0.4404, -0.9022, 0.4939, 0.4019, -0.765, 0.7717, 0.9485, 0.4767, 0.9698, -0.0772, -0.6129, -0.6486, -0.8074, 0.4215, -0.5423, 0.34, 0.4588, 0.765, -0.8271, 0.802, 0.7003, -0.9246, -0.2732, 0.2732, 0.5719, 0.9081, 0.6369, 0.8074, 0.8402, -0.1779, 0.9666, -0.5423, -0.8625, 0.0093, 0.4215, -0.5859, -0.981, -0.8934, -0.9159, -0.296, -0.6124, -0.3839, -0.8519, -0.1779, -0.7269, -0.8316, -0.5994, -0.5719, -0.0258, 0.7783, -0.6124, 0.25, -0.4019, -0.91, 0.4215, 0.8834, -0.4215, 0.3818, -0.8834, 0.4316, 0.7783, -0.8126, 0.6486, -0.4019, -0.5267, 0.2263, 0.7906, 0.5106, 0.4404, -0.2023, -0.1531, 0.91, 0.7269, 0.8658, 0.4966, 0.9186]"
15 Minutes,"action,crime,thriller","[0.8658, 0.5859, 0.8271, 0.4215, 0.5267, 0.5574, 0.9081, -0.9081, -0.5994, 0.9451, 0.6705, 0.9081, -0.6369, 0.91, -0.4588, -0.4019, -0.1027, -0.8402, -0.6124, 0.6908, 0.296, -0.8633, 0.6124, -0.9485, -0.34, -0.2732, 0.2732, 0.0258, -0.0516, -0.7964, 0.875, 0.8555, 0.6808, 0.6908, 0.2732, 0.6249, -0.0258, 0.7506, -0.9753, -0.6486, -0.3182, -0.8519, -0.7783, -0.8658, -0.7579, -0.6249, -0.3612, 0.6808, -0.836, -0.4767, -0.7783, 0.5719, 0.0, -0.1027, -0.802, 0.1779, -0.34, 0.25, 0.1027, -0.128, -0.6705, 0.5267, -0.872, -0.0516, -0.296, -0.9686, 0.3612, 0.7096, -0.4019, -0.25, -0.7783, 0.7269, 0.7845, 0.6124, -0.9382, -0.5267, 0.2732, -0.5994, 0.3182, -0.9628, 0.7184, 0.5859, 0.8402, -0.8979, -0.0772, -0.8891, 0.4939, -0.4019, -0.743, -0.128, 0.25, 0.8176, -0.8934, -0.4019, -0.4885, 0.9246, 0.1027, 0.8126, 0.5541, 0.5423, 0.9803, 0.9881, -0.8316, 0.25, -0.8658, -0.891, 0.9216, -0.886, 0.25, 0.1027, -0.5423, 0.9393, -0.765, -0.4256, 0.9367, -0.0516, 0.875, 0.1531, -0.25, -0.8372, 0.8271, -0.8834, -0.9382, -0.9776, 0.2023, 0.959, 0.5859, -0.8807, -0.4919, 0.4215, 0.4767, -0.1531, 0.7906, -0.25, 0.6486, 0.9633, 0.4215, -0.9477, -0.25, -0.9042, -0.802, -0.9565, -0.8271, 0.296, -0.9657, -0.0772, -0.5574, 0.9118, 0.9287, 0.9001, -0.7845, -0.9705, 0.975, -0.9716, -0.3818, -0.872, 0.4767, -0.5719, 0.0516, -0.4588, -0.8658, -0.9313, -0.8402, -0.9493, -0.8316, -0.34, -0.7845, -0.9584, -0.9741, -0.9531, -0.9694, 0.2023, -0.3818, 0.5859, -0.8519, -0.9678, 0.2023, -0.4588, 0.1027, -0.34, -0.8807, -0.7964, -0.2732, -0.0772, -0.7096, -0.9584, -0.9245, -0.7579, -0.9702, -0.2732, 0.2263, -0.886, -0.9766, -0.9926, -0.9872, -0.8957, -0.9337, -0.7579, 0.4767, 0.9403]"
17 Again,"comedy,drama,romance","[-0.7351, 0.875, 0.0772, -0.4939, 0.7003, 0.0516, 0.7096, 0.7269, -0.3612, 0.8779, -0.743, 0.0258, 0.9382, 0.8316, -0.4215, 0.8176, 0.7351, -0.2023, -0.875, -0.7351, 0.0, 0.802, 0.8316, -0.0516, 0.5606, -0.6369, 0.6124, -0.7579, 0.2023, -0.9169, -0.5859, 0.1027, -0.9413, -0.765, -0.0516, 0.3182, -0.7096, -0.5106, 0.1027, 0.4019, 0.6124, 0.0258, -0.4588, 0.7351, -0.6597, 0.1531, 0.4614, -0.296, 0.9306, 0.936, 0.8591, 0.7845, 0.6808, 0.7964, -0.4404, 0.3182, 0.8807, 0.5994, -0.8658, 0.4404, 0.5994, 0.4939, 0.6124, -0.3612, -0.9477, 0.6486, 0.872, -0.9468, -0.5719, 0.8807, 0.9382, -0.7269, 0.6486, 0.9313, -0.1779, -0.2263, 0.7269, -0.1027, 0.4767, -0.5859, -0.4019, -0.4767, -0.1531, 0.7184, 0.5994, -0.5719, -0.7096, -0.6901, 0.8519, 0.0, 0.0258, 0.8316, 0.7096, 0.8271, 0.8807, -0.4767, 0.296, 0.8637, -0.6369, 0.9349, 0.8967, -0.0258, -0.7845, 0.34, -0.2732, 0.8126, 0.2732, 0.8481, 0.2023, -0.5106, -0.5574, 0.4019, 0.2023, -0.128, -0.8481, -0.7783, 0.8591, -0.8934, 0.4767, -0.6597, 0.4215, -0.7506, -0.3818, 0.9578, 0.8779, 0.1531, -0.8957, -0.2023, 0.9005, -0.5994, -0.1531, 0.8934, 0.5106, -0.7096, 0.6908, 0.1027, -0.128, -0.875, 0.8311, 0.8689, -0.5994, 0.6369, -0.0083, -0.6597, 0.8225, -0.3612, 0.5574, 0.3612, 0.8126, 0.34, -0.2732, -0.4019, 0.875, 0.5106, -0.5267, 0.6124, 0.8807, 0.8834, 0.7096, 0.891, 0.6908, -0.0258, 0.5423, 0.9169, 0.3612, 0.8625, 0.5574, 0.8979, -0.8979, 0.7184, -0.0516, -0.7003, 0.6249, 0.1027, 0.128, 0.9783, 0.5574, -0.4939, -0.9217, 0.7003, -0.2732, -0.2732, 0.836, 0.9062, 0.5859, 0.9337, 0.8834, 0.4408, 0.1969, 0.7184, -0.8481, 0.9001, 0.6597, 0.4019, 0.8658, 0.6784, 0.8791, 0.128, 0.2023, 0.9118]"
2012,"action,adventure,drama,sci-fi,thriller","[-0.34, -0.128, 0.5719, 0.1779, -0.6908, 0.5106, 0.6908, -0.6124, 0.7845, 0.1779, 0.8316, 0.0772, 0.0018, 0.8316, -0.7964, -0.128, -0.2023, 0.3612, 0.8885, 0.4215, 0.7003, -0.3818, -0.5267, 0.9371, 0.296, -0.875, 0.8442, -0.1779, 0.3612, 0.9081, 0.5106, 0.8834, 0.886, -0.8779, 0.8481, 0.4019, 0.7717, 0.25, 0.0772, -0.8074, 0.128, -0.1027, 0.765, -0.6908, -0.5719, 0.128, 0.3612, 0.3182, 0.7579, -0.5106, -0.5574, 0.8442, 0.7845, 0.6705, -0.7783, -0.5994, 0.1531, -0.8689, 0.2732, -0.9217, -0.25, -0.6486, -0.624, 0.8834, 0.7717, 0.7351, 0.9287, -0.34, -0.765, 0.5719, 0.872, 0.4215, -0.2263, 0.8176, 0.7964, 0.5423, -0.743, -0.5859, -0.6369, 0.4767, -0.7506, -0.886, 0.8519, 0.6705, 0.0516, -0.3818, -0.7359, 0.2732, -0.9274, 0.1531, -0.8225, -0.4767, -0.7783, -0.4767, -0.7184, -0.1531, 0.7964, -0.1779, 0.5859, 0.3818, 0.25, 0.9477, 0.8126, -0.4019, 0.2263, 0.8979, 0.8074, 0.0, 0.6124, -0.1779, 0.5423, 0.8481, 0.9371, -0.1531, -0.875, 0.6124, 0.296, 0.2263, -0.7906, -0.765, -0.5994, 0.8074, -0.5267, -0.296, 0.4588, 0.4215, -0.1295, 0.6249, -0.7845, 0.6597, -0.5859, 0.1779, -0.25, -0.7964, 0.4767, -0.3182, -0.0258, 0.5574, -0.7579, 0.4588, 0.8074, -0.5719, 0.8442, -0.8455, 0.1779, -0.9231, -0.128, -0.9042, -0.25, -0.7579, -0.1027, -0.4767, 0.872, -0.5267, -0.25, 0.7717, 0.7845, -0.4767, -0.5719, 0.5719, 0.1027, -0.5719, 0.8625, -0.7797, -0.4228, -0.8126, 0.3612, 0.4215, 0.0516, -0.6124, -0.4404, -0.2732, 0.25, -0.4588, -0.9432, -0.5994, 0.6461, -0.9246, 0.4445, -0.2023, -0.4215, -0.5574, -0.7783, 0.9287, -0.4404, 0.1022, 0.875, 0.7906, -0.2023, 0.5574, 0.836, 0.7906, 0.8779, 0.5994, 0.6808, 0.9565, 0.93, 0.7717, 0.9201, 0.9382]"
187,drama,"[-0.6369, -0.5994, 0.3818, 0.7579, 0.7096, 0.8637, 0.765, 0.8074, 0.8591, 0.0772, -0.2263, -0.91, 0.5346, -0.743, 0.6197, -0.9756, 0.5106, 0.7845, 0.9246, 0.9325, -0.0516, 0.6908, 0.6124, 0.8316, 0.1027, 0.3818, -0.8625, 0.8176, 0.9081, 0.6908, 0.6908, 0.4215, 0.8225, -0.8934, -0.1531, 0.6705, 0.7906, -0.886, -0.3699, 0.9698, 0.7184, 0.3818, 0.8885, -0.875, 0.3353, 0.6486, 0.6124, 0.6597, 0.765, 0.2023, -0.7845, 0.9393, 0.8689, -0.743, -0.8481, -0.7783, -0.9153, -0.5574, -0.8481, -0.1779, -0.7096, 0.1754, -0.765, 0.3182, 0.2263, 0.1779, 0.8591, 0.9501, 0.6486, -0.5574, 0.8519, 0.4404, 0.4019, 0.9062, 0.25, -0.1027, 0.836, 0.3612, -0.4939, 0.5267, -0.128, -0.1621, 0.8519, -0.6908, -0.6908, 0.6358, 0.6249, 0.5719, 0.5267, 0.4767, 0.8176, -0.4215, -0.8519, -0.9432, -0.3182, -0.7579, -0.5859, -0.4588, -0.5994, -0.3612, -0.0258, -0.2047, 0.4019, -0.7184, 0.6249, -0.8689, -0.25, -0.6705, 0.0, -0.101, -0.8555, -0.886, 0.886, -0.6249, 0.3612, 0.7269, 0.1531, -0.3818, 0.5719, -0.8625, -0.128, -0.5106, -0.8625, -0.5719, 0.5994, -0.25, -0.34, 0.3612, 0.5106, 0.9313, -0.7717, 0.1531, 0.9287, 0.8807, 0.3182, 0.9571, -0.6124, -0.6486, 0.1999, 0.0, -0.4404, -0.5423, -0.1531, -0.6808, -0.8519, -0.1531, -0.4767, -0.1779, 0.25, -0.802, 0.2023, 0.0, -0.8271, -0.8779, -0.95, -0.9595, -0.2732, -0.8481, -0.875, -0.9665, -0.9451, -0.6486, -0.9432, 0.8885, 0.5719, 0.4019, -0.8316, -0.8957, -0.9081, -0.7184, -0.5423, -0.0, -0.9296, -0.8807, -0.5106, 0.9493, 0.4404, -0.2023, 0.6249, 0.8519, -0.872, -0.7906, -0.4215, -0.9337, 0.5809, -0.926, -0.4215, -0.9624, -0.959, -0.9274, -0.8996, -0.926, -0.7506, 0.7096, 0.3182, -0.128, 0.872, 0.3818, 0.6908, 0.8225]"
28 Days Later,"drama,horror,sci-fi","[-0.8074, -0.7269, 0.8591, -0.743, -0.4215, -0.7579, -0.9623, 0.25, -0.9287, -0.9022, -0.7579, -0.8176, 0.0, -0.8176, 0.4404, 0.3182, -0.7003, 0.0, -0.7964, -0.7358, 0.4019, -0.5994, 0.128, -0.5106, -0.9371, -0.8957, -0.8126, -0.9325, -0.6908, -0.2023, -0.0258, -0.4939, 0.4404, 0.4215, 0.4019, 0.0, -0.1027, -0.4588, -0.8176, 0.0, 0.3182, -0.6124, -0.0516, -0.0516, -0.5106, 0.4215, -0.8442, -0.1027, -0.9477, -0.5719, -0.875, -0.296, -0.9468, -0.7579, -0.1027, -0.34, -0.0772, 0.9325, 0.8658, 0.34, 0.7906, -0.0772, -0.128, 0.8807, 0.7906, 0.1027, 0.765, -0.0516, -0.4019, -0.6369, 0.6369, 0.34, -0.2732, -0.7096, -0.6002, -0.2263, -0.9747, -0.7269, -0.3612, -0.7845, 0.8625, -0.836, -0.7906, 0.0, -0.2023, 0.34, -0.25, 0.25, -0.91, -0.2263, -0.6369, -0.296, -0.6705, 0.8519, 0.5106, 0.0, 0.6486, 0.6808, 0.4404, 0.9042, 0.91, 0.4939, -0.1531, -0.3612, 0.6908, 0.8625, -0.1027, -0.128, -0.9552, -0.0258, 0.3818, -0.4939, 0.0258, 0.7184, 0.4215, -0.7351, 0.1531, 0.6597, -0.8653, -0.6486, 0.0516, -0.0258, -0.8689, -0.25, -0.875, 0.9117, 0.6369, 0.6369, 0.743, -0.1779, -0.34, -0.34, 0.0, 0.5719, -0.2732, 0.7506, -0.5423, 0.34, -0.6908, -0.3182, -0.7003, 0.6249, 0.9001, 0.7351, -0.9062, 0.34, -0.8658, -0.9769, -0.926, -0.6249, -0.8807, 0.128, -0.91, -0.6597, -0.6369, -0.9217, -0.8176, 0.0516, -0.9517, -0.3612, -0.8519, 0.6486, 0.0772, -0.7269, -0.836, -0.9136, 0.3612, -0.8126, -0.7717, -0.9442, -0.9153, -0.7003, 0.3182, -0.936, -0.8074, -0.5423, -0.9201, -0.9274, -0.5423, -0.743, -0.8979, 0.0, -0.7579, -0.7906, -0.9062, -0.9217, -0.8126, -0.34, -0.9136, 0.7351, -0.3612, 0.1027, -0.9062, -0.8225, -0.8779, -0.4019, 0.0, -0.4215, -0.6249, -0.7906]"
30 Minutes Or Less,"action,adventure,comedy","[-0.9169, -0.1027, 0.6486, 0.5994, 0.8428, 0.5574, -0.5058, -0.6597, 0.1531, 0.2023, -0.9246, 0.4976, -0.3818, -0.0772, -0.7717, -0.7269, -0.9297, -0.8085, -0.8905, -0.7041, -0.128, 0.796, 0.1779, 0.4404, -0.5719, 0.7351, 0.763, -0.6597, -0.8805, 0.7096, 0.5574, -0.3291, -0.9774, -0.9042, -0.9562, -0.4019, -0.6597, -0.9478, -0.9291, -0.7096, -0.9468, -0.7579, -0.5868, -0.9783, 0.9169, 0.4374, -0.6597, -0.1779, -0.9423, -0.8176, -0.8519, -0.296, 0.5574, -0.9413, -0.743, -0.5859, -0.6597, -0.9709, -0.9571, -0.7351, 0.6369, -0.743, -0.9844, -0.8689, -0.872, 0.6705, -0.8934, -0.5423, 0.4939, -0.8074, 0.6908, -0.4867, -0.8979, 0.2023, -0.8555, -0.93, 0.1027, -0.9274, 0.9864, -0.765, 0.765, -0.891, 0.8176, -0.8176, 0.34, 0.872, -0.7184, -0.3612, -0.8591, -0.0186, -0.8176, 0.0516, -0.9153, -0.3182, -0.802, 0.6908, -0.9735, -0.0772, -0.886, -0.9493, -0.9287, 0.296, -0.1779, -0.5423, 0.8271, -0.7184, -0.7783, 0.8225, 0.5106, 0.2975, -0.5559, 0.4215, 0.4404, -0.9217, -0.7964, -0.886, -0.8807, 0.8519, 0.4767, -0.5574, -0.8402, -0.9893, -0.9823, -0.9509, -0.8442, -0.9062, -0.9578, -0.9349, 0.6705, -0.9231, -0.7184, -0.9169, -0.0258, -0.885, 0.9721, 0.5423, -0.9719, 0.5106, 0.3262, -0.9217, 0.8957, -0.872, -0.4588, -0.9769, -0.8402, -0.6908, -0.5158, 0.0258, -0.9643, -0.9689, 0.0516, -0.9081, -0.2263, -0.6845, -0.4215, -0.9538, -0.9393, -0.969, 0.3818, -0.7506, -0.7506, -0.6908, 0.6369, -0.4256, -0.9749, -0.86, -0.836, -0.2111, 0.7269, -0.8807, -0.5267, -0.9287, -0.0772, 0.4588, 0.7003, -0.7003, 0.6908, -0.6597, -0.8361, 0.5106, -0.9607, 0.34, -0.872, -0.8074, 0.0258, 0.3117, -0.9217, -0.7579, 0.2023, 0.1531, -0.0258, -0.9601, 0.8617, -0.6705, 0.8316, 0.6369, 0.8779, -0.5106, -0.3182, 0.9598]"
42,drama,"[0.0, 0.1531, 0.3948, 0.6705, 0.7003, 0.4588, 0.7269, -0.2263, -0.4767, -0.7964, -0.5719, -0.3182, 0.8126, -0.5574, 0.7964, -0.7096, 0.8625, -0.5719, 0.5994, 0.296, 0.8074, 0.9186, 0.0, 0.4588, 0.9081, 0.9042, 0.1779, 0.9118, 0.6249, -0.4588, 0.2732, -0.8555, -0.7351, 0.6124, 0.3818, -0.6486, -0.836, 0.0258, 0.2732, 0.9871, 0.7184, 0.2263, -0.2263, 0.7906, 0.9584, 0.4019, 0.836, 0.872, 0.8402, -0.7184, 0.5859, -0.2263, -0.836, -0.6124, 0.6705, 0.5106, 0.6124, 0.802, 0.8126, -0.6369, -0.4588, -0.1531, 0.4215, 0.7351, -0.8555, 0.9552, 0.93, 0.7845, 0.8055, 0.8316, -0.6486, -0.5423, 0.8402, 0.9712, -0.8271, 0.5267, -0.2732, -0.8225, -0.7717, 0.8625, 0.9856, 0.9565, 0.9062, 0.1705, 0.9169, 0.9246, -0.6808, 0.875, 0.6124, -0.5574, 0.9661, 0.5809, 0.6705, 0.312, 0.6369, 0.9231, -0.743, -0.0772, 0.833, 0.6808, 0.5106, 0.6486, -0.3818, 0.872, -0.4939, -0.743, 0.7003, 0.6705, 0.8834, -0.2263, 0.8779, 0.926, 0.9169, 0.5859, 0.8834, 0.2732, 0.875, 0.8074, 0.7269, -0.2263, -0.9153, -0.1531, 0.802, 0.7845, 0.5859, 0.4201, 0.6369, -0.2263, -0.7845, 0.128, -0.9413, 0.1779, 0.6249, -0.7783, -0.2263, 0.4588, -0.891, 0.0772, 0.5106, 0.9844, 0.2013, -0.9442, 0.4939, -0.25, -0.1779, 0.1779, -0.743, 0.9432, -0.5423, -0.9442, -0.6369, 0.8519, 0.0, 0.9186, 0.9274, 0.7906, 0.8126, 0.8442, 0.8074, 0.0772, 0.128, -0.296, 0.34, 0.8689, -0.0516, 0.765, 0.9628, 0.9432, 0.34, 0.6369, 0.6369, -0.9022, -0.5994, -0.8225, -0.0516, 0.7964, 0.9758, -0.0772, -0.0772, 0.8271, 0.8689, -0.34, -0.0258, 0.8591, 0.836, 0.891, 0.34, 0.25, 0.886, 0.34, -0.2124, 0.6705, -0.5423, 0.4019, -0.5106, 0.765, 0.93, 0.2023, 0.9524, 0.0516]"
44 Inch Chest,"crime,drama","[-0.926, -0.9571, -0.0772, -0.7845, -0.6124, -0.6705, -0.5267, -0.8225, 0.8555, -0.0772, 0.0516, -0.5423, 0.0258, -0.5423, -0.765, -0.9678, 0.2732, 0.5994, -0.6369, -0.25, -0.8955, 0.1263, -0.1779, -0.8344, -0.376, 0.4939, 0.3612, 0.1779, -0.7688, 0.2601, 0.616, -0.5049, -0.6808, -0.8316, -0.5719, 0.9259, 0.5994, 0.0, 0.7506, 0.872, -0.7322, -0.4939, 0.2023, 0.6486, 0.0, 0.1531, -0.9274, -0.9814, -0.8074, -0.5302, 0.4939, -0.5859, 0.4019, 0.0772, 0.4215, -0.6908, -0.6597, -0.8625, -0.4588, -0.7845, 0.6908, -0.8858, -0.9657, 0.91, -0.926, -0.9001, -0.7269, 0.4076, -0.3182, -0.7625, -0.892, -0.9371, -0.2732, -0.296, 0.3612, -0.7106, -0.8231, -0.945, -0.2263, 0.0, -0.4939, -0.5574, -0.6486, 0.9015, -0.8442, 0.9442, 0.9787, -0.25, -0.2263, 0.1779, 0.4019, -0.5267, -0.1531, 0.4588, 0.9274, -0.743, -0.5423, 0.7003, -0.9559, 0.0516, 0.7096, -0.0258, 0.4215, 0.0772, -0.9623, 0.0516, 0.7096, 0.788, 0.1531, 0.9001, 0.1849, -0.9487, -0.9231, -0.5423, 0.6369, 0.7096, -0.4019, 0.2263, 0.3612, -0.8074, -0.8176, -0.1531, 0.5994, -0.5106, -0.5729, -0.97, -0.7717, -0.34, -0.9217, -0.3133, -0.8271, -0.4588, 0.9118, 0.4201, 0.7269, 0.8402, 0.6486, -0.836, 0.5106, 0.6486, 0.4939, -0.8779, 0.1027, 0.802, -0.7096, 0.9081, 0.7269, 0.5106, -0.34, 0.7717, 0.9033, -0.3134, -0.4825, -0.4767, 0.6808, 0.9501, 0.128, -0.3612, 0.6249, 0.6124, 0.8807, -0.8689, -0.2023, -0.1531, 0.296, -0.802, 0.25, 0.6249, -0.4019, 0.8225, 0.3612, -0.5719, 0.9485, 0.9042, 0.743, 0.9716, -0.6908, -0.9741, -0.8834, 0.25, 0.8946, 0.9531, 0.5719, -0.6808, -0.3612, 0.7096, 0.9391, 0.7906, 0.9153, 0.7184, -0.5574, 0.5719, 0.7351, -0.8271, -0.6808, 0.2263, 0.1531, 0.7269, -0.2263, -0.1779]"
50 50,"comedy,drama","[-0.2263, 0.6124, -0.128, 0.6597, 0.872, 0.6705, 0.3182, 0.0, 0.9274, -0.4215, -0.3182, 0.5574, 0.802, -0.8555, 0.0258, -0.6697, 0.0516, 0.7783, 0.9501, 0.7717, 0.7964, 0.8074, -0.2732, 0.4215, -0.296, 0.4767, 0.1779, 0.4215, 0.6705, -0.6249, 0.6249, -0.886, -0.9186, 0.9783, 0.2732, -0.2023, -0.8176, 0.8126, 0.9372, 0.7717, 0.802, 0.8625, 0.0772, 0.9153, 0.6124, 0.7269, -0.9753, -0.7845, -0.9217, -0.5423, 0.5423, 0.886, 0.8225, -0.128, -0.886, 0.9001, 0.5956, 0.7149, 0.7783, 0.4019, 0.7096, -0.8689, -0.1779, 0.8176, -0.2023, 0.6705, 0.4215, 0.6705, -0.1027, -0.6249, -0.1779, -0.9337, 0.8658, -0.6352, 0.9246, 0.25, 0.9493, 0.1531, 0.6486, 0.6705, 0.8625, -0.4215, -0.6597, -0.7184, -0.7964, -0.7845, -0.296, -0.9744, -0.7783, 0.9686, -0.9423, 0.7003, -0.5994, -0.3818, -0.3182, 0.7275, -0.9552, -0.6597, -0.743, -0.8934, 0.7906, -0.936, -0.0772, -0.567, -0.7964, 0.6623, -0.7506, 0.5859, -0.6124, -0.807, 0.8074, 0.986, 0.9859, 0.9678, 0.9935, -0.9022, 0.2732, -0.8439, 0.765, -0.4939, 0.765, 0.8573, -0.872, 0.6908, -0.6115, 0.9389, 0.9022, -0.0258, 0.6249, -0.7778, -0.34, 0.5267, 0.7579, -0.8225, -0.4404, 0.128, 0.9493, 0.8126, -0.2023, 0.5859, -0.9841, 0.5267, 0.5859, -0.5106, 0.6486, 0.9337, -0.8131, 0.2263, -0.7269, -0.4939, 0.6908, 0.9595, -0.743, 0.5994, 0.989, 0.8591, 0.5719, 0.886, 0.7096, -0.6486, 0.3612, 0.5434, -0.0258, -0.1027, 0.4767, 0.128, -0.4005, -0.9482, 0.7003, -0.4767, -0.1027, -0.7906, -0.3182, -0.7845, -0.9709, 0.3612, -0.8591, 0.6798, 0.936, -0.0772, 0.7717, 0.743, 0.6908, 0.9313, -0.4939, 0.9423, 0.9565, 0.9349, 0.7845, 0.8689, 0.7579, -0.2732, 0.8225, 0.5267, 0.0258, -0.1548, 0.6808, 0.8316, 0.4019, 0.6551]"
48 Hrs.,"action,comedy,thriller","[-0.6249, 0.891, -0.802, -0.2023, 0.3612, -0.3182, -0.5106, -0.926, -0.969, 0.9062, 0.5574, 0.7003, 0.5719, 0.8979, 0.4939, 0.6249, 0.4939, 0.91, -0.6597, -0.6369, -0.9153, 0.5859, 0.8481, 0.7096, 0.9371, -0.296, 0.8442, -0.3612, 0.8591, 0.886, -0.128, 0.8658, -0.7717, -0.6486, 0.6494, 0.1531, -0.936, -0.9661, -0.7269, -0.9552, -0.9846, -0.836, -0.5423, -0.8979, 0.0772, -0.3182, 0.1779, 0.1027, -0.836, -0.0772, 0.5859, -0.5106, -0.7717, -0.9312, 0.93, 0.8689, -0.4019, -0.9834, -0.9153, -0.4939, -0.7351, 0.6597, 0.3818, 0.9349, 0.7717, -0.3818, 0.34, -0.2263, 0.6124, -0.6249, 0.6124, -0.9062, 0.8271, 0.8126, -0.4767, -0.975, 0.7184, 0.2263, 0.7003, 0.7717, -0.9666, -0.802, 0.0516, -0.4939, 0.3612, -0.4019, 0.8689, -0.7783, 0.8555, 0.8271, -0.5859, -0.802, -0.6192, -0.25, 0.9371, 0.5267, -0.8271, 0.7506, 0.6908, -0.9201, -0.4215, -0.1779, 0.0, 0.8316, -0.7003, -0.5423, -0.886, 0.128, -0.8316, 0.6249, -0.8858, -0.6249, -0.6597, -0.6705, -0.8225, 0.5994, -0.296, -0.8402, -0.8225, 0.5719, 0.7845, -0.0772, 0.9552, 0.6369, 0.5267, -0.8316, -0.3182, -0.6597, 0.886, -0.6486, 0.9246, 0.1754, 0.8834, -0.9545, -0.7906, -0.4767, -0.0772, 0.296, -0.8934, -0.93, -0.9287, -0.7964, -0.7717, 0.1027, -0.6369, -0.2023, 0.8723, 0.93, 0.4215, -0.7783, 0.34, 0.7351, 0.7845, -0.7906, -0.296, -0.5719, 0.8442, 0.9042, 0.9022, -0.7906, -0.4939, 0.9001, 0.886, -0.4404, 0.2263, -0.34, -0.9205, 0.0516, -0.8316, -0.9756, -0.875, -0.7269, 0.9136, 0.4588, 0.8934, -0.7964, 0.8402, 0.5861, 0.9022, -0.7506, 0.8402, 0.6908, 0.9674, -0.8885, 0.25, 0.0258, -0.743, -0.9454, -0.5859, -0.8519, -0.9274, -0.9169, -0.743, 0.8591, 0.7579, 0.886, 0.9382, 0.5859, 0.9246, 0.4767]"
